Specs,Score,CORR_Specs,CORR_Score,IMP,Best_Score
USFLUX_median,19370.573524946278,USFLUX_CORRECTED_median,19554.077886073806,0.947335714614767,19554.077886073806
SAVNCPP_last_value,19212.0633248011,SAVNCPP_CORRECTED_last_value,18543.79167518974,-3.4783960385383503,19212.0633248011
USFLUX_max,18236.834915098054,USFLUX_CORRECTED_max,18895.287359536804,3.610563167919149,18895.287359536804
ABSNJZH_mean,18620.588653008435,ABSNJZH_CORRECTED_mean,17110.171668678264,-8.111542618101609,18620.588653008435
ABSNJZH_median,18414.88915709589,ABSNJZH_CORRECTED_median,16942.477996341688,-7.995764450131554,18414.88915709589
ABSNJZH_last_value,18300.42233437687,ABSNJZH_CORRECTED_last_value,16599.593724554215,-9.293930919985893,18300.42233437687
SAVNCPP_min,17037.656915972362,SAVNCPP_CORRECTED_min,16576.615394438275,-2.7060148223895313,17037.656915972362
ABSNJZH_stddev,16431.43734180941,ABSNJZH_CORRECTED_stddev,14567.493849924263,-11.343764109682521,16431.43734180941
ABSNJZH_min,15828.007242996717,ABSNJZH_CORRECTED_min,14717.04013713176,-7.018995435174043,15828.007242996717
TOTUSJH_max,15354.571910038594,TOTUSJH_CORRECTED_max,15615.071776988909,1.696562225743355,15615.071776988909
SAVNCPP_stddev,14341.395548464272,SAVNCPP_CORRECTED_stddev,13536.068754471822,-5.615400476689921,14341.395548464272
SAVNCPP_var,13607.58833474902,SAVNCPP_CORRECTED_var,12580.781112142298,-7.545842785268682,13607.58833474902
ABSNJZH_var,12561.184581775615,ABSNJZH_CORRECTED_var,9949.880840204056,-20.788674225519838,12561.184581775615
TOTFZ_stddev,12318.768507198645,TOTFZ_CORRECTED_stddev,11135.45644586086,-9.60576587380711,12318.768507198645
TOTBSQ_stddev,9948.747970143673,TOTBSQ_CORRECTED_stddev,12281.70889159706,23.449794169624496,12281.70889159706
SAVNCPP_gderivative_stddev,12158.918055461876,SAVNCPP_CORRECTED_gderivative_stddev,11909.787867230254,-2.0489503021176367,12158.918055461876
TOTFZ_min,11486.232133200914,TOTFZ_CORRECTED_min,12044.994570045737,4.864627759260779,12044.994570045737
TOTFX_stddev,12003.266003460818,TOTFX_CORRECTED_stddev,2790.1627802178355,-76.75497002721286,12003.266003460818
ABSNJZH_gderivative_stddev,11421.710847163627,ABSNJZH_CORRECTED_gderivative_stddev,11581.615817902564,1.400008920543162,11581.615817902564
TOTFZ_last_value,10775.504657706726,TOTFZ_CORRECTED_last_value,11083.403965150721,2.8574003466629563,11083.403965150721
TOTFZ_mean,10676.886036459891,TOTFZ_CORRECTED_mean,10921.736081551371,2.2932720669243385,10921.736081551371
TOTFZ_median,10593.40864088848,TOTFZ_CORRECTED_median,10797.57852550015,1.927329451104292,10797.57852550015
TOTFY_stddev,10335.04719139714,TOTFY_CORRECTED_stddev,8974.06705570632,-13.168591400566559,10335.04719139714
TOTFZ_max,9826.660346375265,TOTFZ_CORRECTED_max,9754.674396021572,-0.7325576321587923,9826.660346375265
TOTFX_var,9378.999870661266,TOTFX_CORRECTED_var,1059.603766906552,-88.70237998167448,9378.999870661266
TOTUSJZ_max,9252.63865896808,TOTUSJZ_CORRECTED_max,9093.942986309261,-1.7151396321416323,9252.63865896808
TOTFY_min,8995.319176458781,TOTFY_CORRECTED_min,8673.355836252755,-3.579231974876679,8995.319176458781
USFLUX_stddev,6542.216100799992,USFLUX_CORRECTED_stddev,8959.234447749484,36.94494815990465,8959.234447749484
TOTFY_last_value,8824.526160409312,TOTFY_CORRECTED_last_value,8929.072581063387,1.1847256017338996,8929.072581063387
TOTFY_median,8736.519418379126,TOTFY_CORRECTED_median,8812.947938374931,0.8748165755234429,8812.947938374931
TOTFY_mean,8737.841932113306,TOTFY_CORRECTED_mean,8799.903681158601,0.7102640391926273,8799.903681158601
TOTFY_max,7402.484779012802,TOTFY_CORRECTED_max,7433.423339679145,0.41794831857079057,7433.423339679145
MEANPOT_min,6321.789177260407,MEANPOT_CORRECTED_min,6445.2745636286445,1.953329712613901,6445.2745636286445
TOTFZ_var,6428.447063397985,TOTFZ_CORRECTED_var,4428.443575591634,-31.111767244594503,6428.447063397985
TOTFZ_gderivative_stddev,3302.5648531848265,TOTFZ_CORRECTED_gderivative_stddev,6061.20884494602,83.53035033061946,6061.20884494602
R_VALUE_min,5444.751887302937,R_VALUE_CORRECTED_min,5804.0034110176975,6.5981247842078705,5804.0034110176975
TOTBSQ_var,3358.2045194218663,TOTBSQ_CORRECTED_var,5564.169015763627,65.68880732497881,5564.169015763627
USFLUX_var,2717.4002865946877,USFLUX_CORRECTED_var,4754.151521956246,74.95219770930086,4754.151521956246
R_VALUE_mean,4310.930329945485,R_VALUE_CORRECTED_mean,4515.222882753287,4.738943503417407,4515.222882753287
TOTFX_gderivative_stddev,4457.218991624345,TOTFX_CORRECTED_gderivative_stddev,4116.4507586193695,-7.645310532090087,4457.218991624345
SHRGT45_min,3922.48988368221,SHRGT45_CORRECTED_min,4365.961403082361,11.305867766415899,4365.961403082361
R_VALUE_last_value,4025.741346949748,R_VALUE_CORRECTED_last_value,4197.100995460773,4.256598567636806,4197.100995460773
R_VALUE_median,4041.8486482362878,R_VALUE_CORRECTED_median,4190.394882487619,3.6752052632191234,4190.394882487619
EPSZ_min,4106.82278296188,EPSZ_CORRECTED_min,1958.6310172788521,-52.30787592284982,4106.82278296188
MEANSHR_min,3715.9892870568788,MEANSHR_CORRECTED_min,4013.973514849432,8.018974350395968,4013.973514849432
SHRGT45_mean,3529.3653717525945,SHRGT45_CORRECTED_mean,3904.6893563443473,10.634319348052546,3904.6893563443473
EPSZ_last_value,3900.157440172603,EPSZ_CORRECTED_last_value,2179.8058997339226,-44.109797279428435,3900.157440172603
SHRGT45_median,3526.54344761978,SHRGT45_CORRECTED_median,3895.4275767437125,10.460217904671174,3895.4275767437125
SHRGT45_last_value,3550.583620138511,SHRGT45_CORRECTED_last_value,3871.6405252825207,9.042369916962697,3871.6405252825207
EPSZ_mean,3863.6711061222395,EPSZ_CORRECTED_mean,2197.1046199834072,-43.13427412333438,3863.6711061222395
EPSZ_median,3851.196713776972,EPSZ_CORRECTED_median,2190.377091847882,-43.12476732200676,3851.196713776972
MEANSHR_mean,3493.5263557157327,MEANSHR_CORRECTED_mean,3811.7968218864626,9.110292402689618,3811.7968218864626
MEANSHR_median,3489.751362016575,MEANSHR_CORRECTED_median,3807.6863200300036,9.11053324525985,3807.6863200300036
MEANGAM_min,2890.459685554114,MEANGAM_CORRECTED_min,3766.7945461622253,30.318183124568094,3766.7945461622253
MEANSHR_last_value,3496.9392715907807,MEANSHR_CORRECTED_last_value,3760.416892588992,7.534520920586471,3760.416892588992
TOTPOT_median,3059.784682107813,TOTPOT_CORRECTED_median,3476.1543649811583,13.607809899437704,3476.1543649811583
MEANGAM_last_value,2531.705187898688,MEANGAM_CORRECTED_last_value,3437.732725935701,35.78724499075719,3437.732725935701
MEANGAM_mean,2477.4211668473176,MEANGAM_CORRECTED_mean,3429.7002505250607,38.43832031553929,3429.7002505250607
MEANGAM_median,2478.5886950295126,MEANGAM_CORRECTED_median,3426.443557108597,38.24171650503708,3426.443557108597
TOTFY_var,3314.218524377136,TOTFY_CORRECTED_var,1580.017403407977,-52.3260946196986,3314.218524377136
EPSZ_max,3100.8215282210112,EPSZ_CORRECTED_max,2261.6873479120122,-27.06167293641125,3100.8215282210112
